oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
TC9405011,Expansion of Microenterprise Training,1994-10-26T00:00,1995-01-13T00:00,RG,Regional,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,"The main objective of the project is to assist network affiliates in providing practical and effective training and educational services to informal sector entrepreneurs, using improved training technologies, more propriate and relevant to the clients' day-to-day needs. The project activities will be carried out in two phases and will focus on the following four areas: (i)business management training;(ii) technical skills training; (iii) human and organizational development education processes; and (iv) specialized rural educational and training programs.",1615178.000,2332118.00,716940.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405029,Enterpreneurial Training for Youths,1994-05-18T00:00,1994-05-20T00:00,UR,Uruguay,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,906000.000,906000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405037,Credit Program and Accounting - Oef,1994-06-15T00:00,NULL,ES,El Salvador,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,27000.000,27000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405045,Wildlife Sanctuaries,1996-05-30T00:00,NULL,BR,Brazil,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,TCP,Technical Cooperation,"THE PROPOSED OPERATION WILL CONSIST OF THE DESIGN OF NEW WILDLIFE SANCTUARIES IN THE CERRADO REGION OF BRAZIL, PREPARATION OF MANAGEMENT PLANS CONSTRUCTION OF BASIC PROTECTION AND TOURISM INFRASTRUCTURE AND PURCHASE OF RELATED EQUIPMENT, TRAINING PROGRAMS FOR SANCTUARY STAFF, PRODUCTION OF EDUCATIONAL & INFORMATIONAL MATERIALS, AND GENERAL INSTITUTIONAL STRENGTHENING OF FUNATURA.",480000.000,480000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405053,Marine Conservation,1995-06-29T00:00,NULL,BR,Brazil,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,TCP,Technical Cooperation,"THE PROPOSED OPERATION WILL EXPAND ACTIVITIES AT FIVE EXISTING STATIONS IN SEA-TURTLE FEEDING AREAS OF THE NORTHEAST. ACTIVITIES INCLUDE COOPERATIVE PATROL PROGRAMS WITH LOCAL FISHERMEN, INTRODUCTION OF ALTERNATIVE FISHING PRACTICES, DEVELOPMENT OF ECONOMIC ALTERNATIVES FOR COASTAL FISHING COMMUNITIES, MARINE ENVIRONMENTAL EDUCATION AND TRAINING.",550000.000,740000.00,190000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405061,Momotombo Geothermal Field -Evaluation,1994-08-03T00:00,NULL,NI,Nicaragua,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,EN,676100.000,676100.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405079,Geothermal Project On Ruiz Volcanic Area,1994-05-03T00:00,NULL,CO,Colombia,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,FINANCING OF AN ADVISORY PANNEL TO ANALYSE THE STUDIES ON THE GEOTHERMAL PROJECT ON THE EL RUIZ VOLCANIC AREA.,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405087,Inst.stren.planning Institute of Jamaica,1994-11-23T00:00,1994-12-09T00:00,JA,Jamaica,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,THE PROGRAM WILL STRENGTHEN THE INFORMATION TECHNOLOGY CAPABILITIES OF THE AGENCIES RESPONSIBLE FOR THE PUBLIC SECTOR INVESTMENT PROGRAM. IT WILL ALSO PROVIDE MANAGEMENT SUPPORT FOR THE MULTISECTORAL PREINVESTMENT PROGRAM (LOAN JA-0029).,440000.000,540000.00,100000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405095,Support to Universidad de la Empresa,1994-05-24T00:00,NULL,AR,Argentina,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,25000.000,185000.00,160000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405102,Support for Environmental Management,1995-09-27T00:00,1996-03-26T00:00,ES,El Salvador,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,THE MAIN OBJECTIVE OF THIS TECHNICAL COOPERATION RELATED TO THE PROJECT NATIONAL ENVIRONMENTAL PROGRAM (ES-0024) IS THE INSTITUTIONAL STRENGTHENING TO THE ENVIRONMENTAL MANAGEMENT SYSTEM OF THE COUNTRY.,1600000.000,1990000.00,390000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405110,Alternative Forms of Dispute Resolution,1994-12-07T00:00,1995-01-27T00:00,PE,Peru,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"TO DEVELOP ALTERNATIVE DISPUTE RESOLUTION SYSTEMS IN AN EFFORT TO ACHIEVE MORE EFFICIENT PROCESSING OF CASES, AND IMPROVE ACCESS TO A HIGH QUALITY OF JUSTICE.",1470000.000,1470000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405136,Consultancy to Secplan,1994-06-15T00:00,NULL,HO,Honduras,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405144,Conference On Economic Growth,1994-05-10T00:00,NULL,CO,Colombia,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,29500.000,29500.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405152,Visits to Observe Auction Mechanism,1994-04-14T00:00,NULL,BH,Bahamas,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,7000.000,7000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405160,Support to Public Ethics National Comm.,1994-05-10T00:00,NULL,CH,Chile,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405178,Training in Productive Projects,1994-04-22T00:00,NULL,CH,Chile,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,4252.000,4252.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405186,"Streng.electric, Mining & Hidroc.sectors",1994-05-16T00:00,NULL,PR,Paraguay,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405201,Competitivenes of Small Enterprises,1994-11-09T00:00,1995-02-03T00:00,ES,El Salvador,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"This project aimed at spuring the creation and dinamization of a specialized business services market for small enterprises in order to increase their productive efficiency and competitiveness, by means of an integrated services system set up by the private sector.",2070000.000,2758000.00,688000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405227,Strengthening of Customs System,1994-10-12T00:00,1994-10-19T00:00,NI,Nicaragua,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,950000.000,1000000.00,50000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405243,Support Capital Market Development,1995-05-24T00:00,1995-11-14T00:00,PE,Peru,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"This program will support and expand the country's capital markets and increase and diversify public ownership of Peruvian enterprises. A major thrust is to improve the rules of the game and the clarity and consistency with which they are applied. This will raise public confidence in the capital markets, and thereby increase the alternatives private sector firms have for raising funds for productive investment and facilitate the placement of government's shareholdings among private investors.",1730500.000,3637000.00,1906500.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405269,Streng.environmental Judicial System Ca,1995-09-14T00:00,1995-10-02T00:00,RG,Regional,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,EN,415303.000,500000.00,84697.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405277,Environmenal Protec.park Serra Capivara,1995-10-04T00:00,NULL,BR,Brazil,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,"PROJECT FOR PROTECTION OF THE NATIONAL PARK OF SERRA DA CAPIVARA, ARCHAEOLOGICAL SITE IN THE STATE OF PIAUI, INCLUDING: CONSERVATION, DOCUMENTATION AND BASIC PROTECTION WORKS. THE PROJECT ALSO INCLUDES SOCIAL AND ECONOMIC DEVELOPMENT OF THE POPULATION LIVING IN THE PROTECTION AREA.",1700000.000,1800000.00,100000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405285,Study On the Impact of Nafta,1994-06-30T00:00,1994-06-30T00:00,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405300,Public Sector Diagnose,1994-05-02T00:00,NULL,PE,Peru,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,10000.000,10000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405318,Conference On Development Experience,1994-06-01T00:00,NULL,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,149500.000,159500.00,10000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405326,Coordination Social Stabilization Plan,1994-05-18T00:00,NULL,PE,Peru,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405334,Aditional Financing Global Prog.microen.,1994-05-04T00:00,NULL,CR,Costa Rica,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,600000.000,600000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405342,Long Term Development Strategy,1994-09-26T00:00,NULL,GY,Guyana,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,ASSIST THE GOG PREPARE A WORK PLAN FOR THE TERMS OF REFERENCE OF A LONG-TERM DEVELOPMENT STRATEGY.,90000.000,90000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405350,Youth Training Centers,1994-12-07T00:00,1995-03-22T00:00,TT,Trinidad and Tobago,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,"The proposed project will support Service Volunteered for All (SERVOL)'s efforts to expand the curricular offerings of the current youth training program, to include higher technical skills training oriented to meeting the labor demand of specific growth sectors in the economy.The specific objectives of the project are to: (a) design and implement a curriculum responsive to labor market needs in the sub-sectors of electronics and information/computer processing;(b) upgrade training facilities through the provision of electronics and computer equipment, including standard,commercially available, software and consumable materials; (c)strengthen the management of the SERVOL program to enhance the effectiveness of its higher skills training activities and capacity to promote, program, monitor andevaluate training and post-training support operations and their impact on youth employment; and (d) disseminate methodology and results of SERVOL's training programs throughout the region.",3600000.000,4650000.00,1050000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405376,Central Administration Modernization,1994-08-10T00:00,1994-09-15T00:00,UR,Uruguay,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"TO DEVELOP THE ORGANIZATION AND TECHNICAL CAPABILITIES TO EXECUTE A RATIONAL, ORDERLY, TRANSPARENT AND PARTICIPATORY CENTRAL ADMINISTRATION MODERNIZATION PROGRAM, THAT WILL BE FOCUSED ON TWO SUB-PROGRAMS: (A) A LABOR RECONVERSION AND (B) A TRANSFERENCE TO THE PRIVATE SECTOR SOME ANCILLARY ACTIVITIES PERFORMED WITHIN THE MINISTRY OF HEALTH.",3100000.000,3100000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405384,Central Administration Modernization,1994-08-10T00:00,1994-09-15T00:00,UR,Uruguay,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"THE PROGRAM OBJECTIVE IS TO DEVELOP ORGANIZATIONAL AND TECHNICAL CAPABILITIES TO EXECUTE THE MODERNIZATION OF THE CENTRAL ADMINISTRATION THROUGH: LABOR RECONVERSION, INCLUDES THE IMPLEMENTATION OF TECHNIQUES FOR VOLUNTARY SKILLS RECONVERSION FOR PUBLIC SERVANTS MOVING TO THE PRIVATE SECTOR AND TRAINING OPPPORTUNITIES; AND CONTRACTING OUT HEALTH SERVICES, INCLUDES DIVESTING SERVICES PERFORMED BY THE MINISTRY OF HEALTH AND TRAINING.",590000.000,590000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405392,Aditional Financing Enterprenurial Women,1993-01-27T00:00,NULL,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,100000.000,100000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405417,Technical Assis. to National Assembly,1994-05-03T00:00,1994-05-03T00:00,NI,Nicaragua,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,4050.000,4050.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405425,Environm.impact Tocaime Irrigation Dist.,1994-05-23T00:00,1994-05-23T00:00,CO,Colombia,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG,AGRICULTURE AND RURAL DEVELOPMENT,TCP,Technical Cooperation,EN,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405433,Housing Sector Study - Phase I,1994-07-07T00:00,NULL,VE,Venezuela,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405441,Constraints Study Agriculture Develp.pro,1994-05-23T00:00,NULL,AR,Argentina,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405459,Small & Med. Enterprise Support Services,1994-05-31T00:00,1994-05-31T00:00,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,27500.000,27500.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405467,Communication Cofinancing Institutions,1994-06-09T00:00,NULL,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,EN,7800.000,7800.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405475,Coastal Conservation Program -Phase I,1994-05-31T00:00,NULL,BA,Barbados,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,18000.000,18000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405483,Support to the Environmental Management,1994-06-22T00:00,NULL,PR,Paraguay,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,EN,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9405491,Modernization of Labor Relations,1994-11-09T00:00,1994-12-29T00:00,UR,Uruguay,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,"The Program's general objective is to promote the modernization of the labor relations system, thus contributing towards increasing the productivity and competitiveness of production units, improving worker welfare, and increasing the flexibility of the labor market. Under the sponsorship of Universidad Católica del Uruguay Dámaso Antonio Larrañaga (UCUDAL), business and labor organization leaders representing the pluralism of Uruguayan society and identified as capable to promote changes in attitudes on the part of public opinion have been organized into working groups that serve as forums around which training and discussions are carried out on priority topics.",876200.000,876200.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9405508,Harmonization of Capital Markets,1994-05-18T00:00,1994-08-31T00:00,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,"SUPPORT THE IMPLEMENTATION OF SHORT TERM ACTIONS AIMED AT ESTABLISHING IN THE MEDIUM TERM, A REGIONAL CLEARING AND SETTLEMENT SYSTEM WHICH WOULD LINK ALL 9 EXISTING EXCHANGES IN LATIN AMERICA. THIS WOULD BE ONE OF THE FIRST STEPS TOWARDS AN INTEGRATED REGIONAL EXCHANGE",750000.000,750000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9406019,Streng. Supervision Dep.bank of Jamaica,1994-06-17T00:00,1994-06-17T00:00,JA,Jamaica,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406027,Streng. Multisectorial Investments Bank,1996-01-19T00:00,1996-04-11T00:00,ES,El Salvador,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,"THIS PROGRAM INCLUDES: DETAILED ASSESSMENT OF THE INSTITUTION'S SITUATION, ASISTANCE IN STRATEGIC PLANING, REDESIGN OF PROCESSES, ORGANIZATIONAL STRUCTURE, HUMAN RESOURCES STRATEGY, DEVELOPMENT OF THE FINANANCIAL FUNCTION, RISK MANAGEMENT, AUDIT, MIS. THE PROGRAM COVERS PROBLEM RECOGNITION, FORMULATION OF RECOMENDATIONS AND SATISFACTORY IMPLEMENTATION.",340000.000,390000.00,50000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406035,Water Sector Reform in Mendoza,1994-12-07T00:00,1995-02-10T00:00,AR,Argentina,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,TCP,Technical Cooperation,"The goal of this project is to implement a restructuring program of the water and sanitation sectors focused on the reorganization of the regulatory framework for the provision of water and sanitation in Mendoza Province. It includes the transfer of operations to the private sector, and the strengthening of public sector regulatory capacity, ensuring the expansion of the system, and promoting adequate adminstration, conservation and protection of water resources that are crucial for the development of the region.",795000.000,795000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9406043,Impact of Biotechnology Research,1995-03-06T00:00,1995-03-06T00:00,RG,Regional,Closed,ST,SCIENCE AND TECHNOLOGY,ST,SCIENCE AND TECHNOLOGY,TCP,Technical Cooperation,EN,56900.000,56900.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406051,Sustainable Development Program,1994-07-06T00:00,1994-07-27T00:00,CO,Colombia,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,"This technical cooperation finances aspects belonging to the Pacific Coast Sustainable Development Program (CO0059), related to institutional development and the administration of the program (support and coordination).",10000000.000,10000000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406069,Harmonization Caribbean Stock Exchanges,1994-10-26T00:00,1994-12-12T00:00,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,"This project will facilitate a harmonization process in the capital markets of the Caribbean region. The project will support short-term actions aimed at establishing appropriate regional standards for trading, clearing, and settlement systems, and implement self-regulation of the exchanges.",1584290.000,1584290.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9406077,Poverty Alleviation Minority Communities,1994-09-15T00:00,1994-09-15T00:00,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,EN,120000.000,120000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406085,Diagnostic Study of the Judicial Branch,1994-05-24T00:00,NULL,PR,Paraguay,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406093,Judiciary Statistical & Information Stu.,1994-05-24T00:00,NULL,PR,Paraguay,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,EN,16000.000,16000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406100,Support to Fuaam,1994-06-15T00:00,NULL,UR,Uruguay,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406126,Strength.legislative Assembly of Panama,1994-06-06T00:00,NULL,PN,Panama,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,12050.000,12050.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406134,Rehab. & Improvement of Puerto Plata,1994-10-19T00:00,NULL,DR,Dominican Republic,Closed,TR,TRANSPORT,TR,TRANSPORT,TCP,Technical Cooperation,"THE PURPOSE IS TO UNDERTAKE THE ECONOMIC, FINANCIAL AND ENVIRONMENTAL FEASIBILITY STUDIES, AS WELL AS THE ENGINEERING DESIGNS REQUIRED TO IMPROVE THE PORT OF ""PUERTO PLATA"". THE STUDIES AND DESIGNS WILL BE USED IN THE PREPARATION OF A PORT INVESTMENT PROGRAM (DR-0028)",900000.000,975000.00,75000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9406142,Training for Exchange Rate Risk System,1994-05-18T00:00,NULL,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,16000.000,16000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
